x,y,z,r,g,b
16.5858,-22.3003,-36.3237,160,147,133
-3.8169,-25.2058,-35.9158,91,97,51
-11.4869,36.8149,-37.4504,194,197,195
-0.6613,24.6118,-37.1718,23,37,16
21.9673,-15.3303,-37.8624,127,125,93
16.6280,-20.9087,-36.2925,108,104,60
10.9248,-0.0832,-34.6357,118,123,128
16.8734,-22.7830,-36.3339,179,169,159
24.0809,31.0340,-37.9689,106,128,64
11.3298,-17.9924,-37.3854,113,116,51
16.3437,-23.9160,-36.3548,195,192,193
3.5937,-16.3897,-37.3022,168,160,114
5.1294,-25.4388,-36.1191,141,140,118
16.2303,-7.6023,-37.9413,208,209,200
-27.1199,-4.0587,-28.3310,35,41,55
17.8721,-22.0997,-36.3700,143,136,127
-10.7241,34.3330,-38.2321,240,251,252
2.8072,38.3110,-34.2693,109,114,118
18.0481,-22.3879,-36.3769,192,192,189
16.5916,-21.7143,-36.3455,191,188,181
-8.3568,-26.3804,-35.9474,139,135,87
-25.2655,-5.2372,-36.8412,35,44,53
18.0221,-22.4857,-36.3619,155,143,139
-19.3273,35.6590,-35.0086,78,59,55
18.0258,-22.4889,-36.3616,155,143,139
17.8712,28.1093,-38.5568,120,117,79
2.9574,-11.1908,-29.6506,225,155,113
15.1771,-22.1596,-36.3338,182,182,177
-0.6472,24.5842,-37.1383,23,37,16
24.7745,-13.6812,-38.1425,193,193,190
10.5986,-18.1438,-37.3316,99,93,43
-11.4585,35.5726,-37.4628,177,37,38
-2.4158,-1.9036,-25.2927,227,166,131
18.1322,-22.5115,-36.3649,205,204,200
-1.6002,-15.8315,-36.9189,38,43,19
10.6459,-17.7963,-37.3476,123,117,63
18.1295,-22.5088,-36.3673,205,204,200
2.9478,-25.6800,-36.0775,141,130,114
18.2609,-22.4816,-36.3706,161,149,138
-33.1311,-13.0133,-37.1908,114,110,58
3.5162,-17.3388,-37.2867,117,118,61
7.0722,-24.3034,-36.1874,107,108,74
-0.6801,-21.4356,-37.1364,156,140,90
25.0380,-13.7425,-38.1861,187,199,198
2.1596,-20.2393,-37.1106,126,121,57
-25.0709,-7.9360,-26.4575,217,141,105
25.5516,-13.7940,-38.1434,193,197,191
-15.6893,-24.5978,-36.7675,76,77,44
2.7473,38.4428,-34.8417,90,108,108
10.7621,-17.9586,-37.3573,135,125,71
-1.3352,-21.0036,-37.0528,99,98,52
16.0376,-20.6719,-36.4920,167,148,124
25.6912,-14.4397,-38.0993,113,104,70
-34.8865,-14.6988,-35.4273,73,95,58
11.6047,5.0897,-36.6726,31,18,21
-5.3022,-2.0870,-25.2061,47,31,28
28.4524,32.2811,-29.7479,140,143,153
10.7973,-16.9403,-37.3440,167,151,107
-2.3825,-1.9612,-25.2451,227,166,131
-7.2577,-4.7845,-25.0728,210,146,108
12.7606,-17.1861,-37.5129,118,114,54
-2.1241,-1.9439,-25.2558,222,163,128
-1.2535,-1.7409,-25.3395,225,161,124
-7.5213,-5.5863,-26.0093,90,66,60
-14.7760,23.2605,-38.1935,73,77,87
6.1835,-25.1089,-36.1633,206,206,198
-6.0726,-5.6919,-26.1471,163,163,163
-23.7773,-13.0009,-37.1022,110,113,56
15.4789,-22.3231,-36.3195,203,202,201
-4.7188,-4.9011,-26.0085,217,143,99
0.6908,-16.0654,-37.2677,87,96,35
1.6615,-16.9069,-37.1752,127,129,78
10.9129,-21.5175,-35.8456,77,102,45
0.4808,-1.0391,-25.2066,237,200,186
1.3546,24.8924,-37.9311,69,57,53
2.2388,-0.5553,-24.9615,75,73,70
9.2458,-21.8653,-36.2478,198,192,151
-3.9645,-24.4775,-36.0746,204,196,148
12.2965,9.0465,-35.2452,58,64,74
2.9281,-7.8408,-26.9665,28,21,18
-0.9560,24.3100,-38.1578,213,218,209
12.3486,-4.4512,-26.3394,247,243,239
-27.8249,-14.0730,-36.9633,130,120,71
-12.9710,-23.3671,-36.7518,29,38,21
6.1754,-24.7324,-36.1751,168,161,145
-1.6786,-1.8199,-25.3017,227,166,126
2.5024,-11.4572,-29.6712,214,140,105
11.9576,-24.7207,-36.2848,201,202,196
-36.5588,-13.6836,-32.6302,88,118,32
18.7241,31.6172,-35.7892,121,119,118
13.3730,-6.7190,-27.0930,221,151,110
1.5856,27.0080,-37.3456,47,47,59
-24.7963,-8.4950,-28.4343,224,119,77
8.9179,-23.0279,-36.2621,192,186,173
-3.2975,-17.1961,-37.2646,42,55,30
-4.0462,-12.6716,-37.4067,200,198,189
0.7514,-34.6339,-36.2897,102,102,86
-2.9818,-12.8256,-37.3540,94,87,34
-20.1586,-10.9723,-37.0985,154,132,99
3.7328,-25.3812,-36.0816,139,134,103
-3.8886,-20.4799,-36.9544,39,40,12
18.3766,-12.6699,-37.8217,105,110,117
-3.7914,-14.1386,-37.2293,60,65,25
-5.3483,-25.7205,-35.9918,198,193,180
-25.7118,-12.2780,-34.2530,225,229,232
-3.8078,-14.1209,-37.2466,60,65,25
-18.4988,-28.1451,-35.8248,115,99,70
-48.6938,-18.4133,-35.0524,41,51,68
-17.7985,-31.0224,-35.7308,193,187,186
-22.6201,-27.2029,-36.1416,19,22,5
18.2341,-11.6777,-37.9330,85,85,95
29.4998,-3.9369,-35.8774,236,240,241
-4.1028,-15.1466,-37.1615,135,134,82
-28.9997,-14.5866,-37.1309,162,163,152
-2.7239,-13.4714,-37.2440,165,148,93
-40.5267,31.3318,-37.7746,30,31,29
0.6977,-16.7021,-37.2167,121,128,60
11.5851,-18.5998,-37.4270,111,109,55
18.7241,31.6172,-35.7892,121,119,118
-4.1126,-16.0921,-37.1331,108,106,51
25.2217,-14.6534,-38.0278,188,186,178
7.6852,45.6339,-37.8845,56,63,72
-7.4695,-22.9730,-36.9321,168,149,117
12.6763,-10.4694,-37.5162,154,148,104
-33.4977,36.0618,-32.9399,232,233,231
-7.3638,-25.4351,-35.8545,159,167,114
9.0239,-23.1549,-36.2436,157,143,116
-0.9432,-16.6856,-37.1384,47,49,19
12.8281,-11.8989,-37.4547,120,109,47
18.5959,-13.3430,-37.9046,180,183,181
-18.2477,-28.2806,-35.8275,106,90,57
-8.0985,-26.6404,-35.9646,183,173,143
11.4254,9.5567,-35.7382,51,55,64
-15.9671,18.4984,-34.1194,182,182,173
3.7243,-11.2885,-37.4102,175,150,114
0.2449,-27.0675,-36.0494,196,191,185
13.2809,-9.9212,-29.6258,226,161,125
-6.4557,-25.1797,-35.9702,179,173,127
22.4664,-5.2158,-35.7489,198,207,216
-2.3538,-19.4113,-37.0685,43,53,20
-25.2159,-29.5126,-35.2835,68,86,33
12.5773,-10.3182,-37.5318,207,203,186
-0.7104,-18.0242,-37.1958,80,88,34
-7.1004,-35.4753,-36.0831,171,165,166
2.7898,38.2841,-37.2497,114,126,122
-6.2600,-23.2053,-36.8494,152,144,109
11.5470,-22.4296,-36.2965,184,180,165
5.5182,-11.0950,-37.4770,167,141,116
13.7701,-19.2711,-37.2062,69,84,25
1.0186,-16.7493,-37.2606,80,90,33
-6.3479,-28.4679,-35.9258,197,192,189
18.6012,-15.3795,-37.8335,193,188,176
-17.4115,-28.2065,-35.7500,99,100,58
28.7474,-4.5580,-36.6311,169,177,178
-1.7057,-20.7455,-37.0915,156,152,105
-26.7522,0.5377,-30.3160,51,28,38
5.4261,-12.0970,-37.3679,167,166,114
12.9755,-21.7767,-36.2691,121,118,65
-14.4232,-24.2613,-36.3440,78,90,50
28.9095,-4.7488,-33.5030,159,168,172
-1.7947,-20.9473,-37.0832,93,94,44
1.6159,-17.0874,-37.2419,102,100,36
-34.3078,-12.7270,-37.2413,54,51,38
17.7854,-13.9040,-37.8483,157,162,144
5.9347,-11.9700,-37.4146,184,168,128
32.4863,-4.3545,-38.1670,198,192,192
-8.2272,41.6958,-37.7198,209,94,77
5.9359,-11.9719,-37.4136,184,168,128
11.7773,-23.4995,-36.2695,135,129,109
1.1849,-25.5306,-36.0845,157,148,127
0.0665,-19.7992,-37.1269,108,108,44
-10.5371,-26.3559,-35.9679,134,130,94
14.5540,-22.2441,-36.3391,194,184,175
-4.1214,-22.0655,-37.0109,163,148,101
-33.0451,-33.0679,-35.2940,179,173,160
2.3291,-17.0055,-37.2238,115,114,52
-14.9620,34.9462,-37.2591,88,79,92
-0.2666,-21.3698,-37.1030,177,152,111
11.7865,-24.7815,-36.1733,201,201,196
-14.0129,-24.2656,-36.7423,134,128,84
8.2564,-11.0186,-37.5330,197,180,139
14.8850,-10.1027,-35.8959,32,48,14
4.1240,-25.0977,-36.1133,82,95,42
4.5128,-15.7725,-37.2936,165,149,113
15.7455,-2.8918,-37.6912,65,84,54
11.9849,-23.0927,-36.2674,203,193,184
5.9136,-14.2312,-37.3642,152,133,82
8.0042,-19.3642,-37.3654,121,119,67
-2.0742,39.6885,-35.6910,160,175,175
6.4639,-13.4918,-37.4317,83,90,39
-1.5079,-12.3346,-32.6677,219,229,231
14.0280,-22.5331,-36.3237,146,136,112
-3.9511,-27.6836,-35.9677,180,177,175
2.7004,-24.6426,-36.1531,103,96,54
5.5654,-15.3674,-37.3377,30,39,24
-13.7206,-29.8011,-35.7982,158,163,163
16.8601,-20.8286,-36.3329,121,122,82
-5.0011,-24.6477,-35.8805,103,129,81
-9.4706,-22.7390,-36.3621,58,56,31
1.1818,-20.7708,-37.0806,98,97,43
-19.5847,32.1693,-37.8723,56,51,22
5.7106,-15.2476,-37.2887,37,40,22
19.6051,-15.4303,-37.9172,136,135,85
-4.1581,-21.7725,-36.7382,36,44,21
2.4122,-11.0075,-37.0443,35,40,40
6.9622,-14.5344,-37.3558,92,100,42
-36.9085,-1.6046,-25.3418,196,145,129
2.7100,-19.7891,-37.1521,103,103,48
13.4102,-23.2125,-36.2901,210,206,200
5.9307,25.2953,-38.0809,36,32,31
-2.3269,-27.3415,-36.0198,177,177,175
2.9841,-24.4243,-36.0769,71,88,39
6.1846,-13.9708,-37.3394,39,50,26
2.9972,-20.1855,-37.1662,97,101,39
4.2262,-18.8348,-37.2588,102,100,43
-34.5717,-24.2660,-36.1223,62,66,42
5.3751,-16.6165,-37.3803,88,92,33
-0.6331,-26.0352,-36.0471,190,184,172
5.1180,-19.5984,-37.2231,113,107,45
-0.3807,-25.8693,-36.0380,207,204,198
3.1349,-23.6770,-36.1986,106,101,53
1.5588,-23.6490,-36.1756,127,124,73
3.5245,-20.6640,-37.0899,87,105,46
-30.7771,-20.7823,-37.0594,104,106,109
7.7335,-23.1599,-36.2263,98,108,54
4.9603,-18.7732,-37.2775,115,117,54
-24.3504,-9.4403,-37.1270,115,113,56
11.4851,-11.0835,-37.4526,178,162,112
11.7979,-10.2892,-37.4880,217,214,205
3.7386,-20.6441,-37.1185,181,178,134
3.9908,-20.4847,-37.1425,97,99,44
-37.7693,-16.8501,-37.2224,47,46,55
0.7339,-25.4723,-36.0335,138,126,97
-34.8334,-14.7184,-35.8191,57,74,35
11.9850,-10.9274,-37.5038,166,150,107
3.6221,-23.3792,-36.2281,110,109,55
-0.2463,-26.9166,-36.0492,181,179,180
-32.1079,-14.0222,-37.1198,110,114,51
3.7248,-24.7736,-36.0972,74,95,46
1.1694,-25.8291,-36.0853,195,185,178
5.6336,-19.6506,-37.1956,92,96,37
-10.6512,42.2794,-35.0336,198,197,196
13.2640,-17.8913,-37.4838,143,137,84
-21.5767,-29.9462,-35.6630,148,136,112
1.0500,-26.6321,-36.0510,179,179,175
3.4249,-23.9413,-36.2084,138,127,84
-26.3497,2.9491,-32.5301,40,46,57
-35.0689,-11.9902,-35.1277,223,227,229
28.0053,-4.9040,-33.8799,146,154,146
-5.5356,-35.2243,-36.0708,218,215,217
9.0805,-16.3735,-37.3692,145,129,84
-9.9311,41.7684,-34.8233,203,195,198
1.6550,-26.6329,-36.0825,237,238,234
-26.7763,23.2087,-38.1478,195,185,175
1.6999,-26.7388,-36.0944,201,197,194
-26.8147,-27.7220,-36.0668,67,77,43
10.8899,-23.7100,-36.2496,154,142,126
4.4914,25.0369,-37.4121,12,21,20
8.9080,-17.2618,-37.3349,154,142,92
13.7105,28.2547,-38.4750,252,250,255
20.6632,-15.2035,-37.8668,207,202,191
21.9154,-13.9840,-38.0482,163,155,119
10.2383,-15.8323,-37.3510,147,127,84
4.6680,-23.4885,-36.1833,152,138,91
13.5375,-24.1048,-36.3070,193,189,186
-5.1186,-35.1289,-36.1039,231,230,228
7.2204,-20.0365,-37.1780,161,148,100
-36.8658,-17.0911,-31.9767,34,49,16
11.7487,12.2056,-35.7939,57,62,66
24.7532,-14.0756,-38.1397,188,183,177
23.2523,-13.7537,-38.0367,201,198,193
2.9186,-26.2447,-36.1057,176,178,179
-18.2065,-24.9878,-36.2209,36,38,30
8.2770,-19.0665,-37.2861,113,109,50
-3.5450,27.1469,-37.9480,189,182,170
6.2855,-22.6609,-36.2469,211,208,176
23.9672,-20.9618,-36.4749,128,129,94
-3.0033,-11.9381,-30.4057,184,192,197
-3.8554,-34.8495,-36.1501,222,216,218
9.6528,-4.6121,-26.3753,226,225,217
-1.5462,-13.9050,-37.2358,153,149,96
19.0406,-17.8425,-37.5034,91,89,50
-3.6427,-34.7955,-36.1464,210,208,206
-0.7682,-22.2478,-36.7445,105,103,55
12.5452,-14.7146,-37.4635,43,47,17
18.3640,-16.5999,-37.5003,23,29,21
2.7925,-1.7679,-25.3614,223,162,125
6.3242,-23.8445,-36.1602,164,146,105
-2.7620,-34.6142,-36.1507,229,229,227
-4.2334,-12.6962,-37.3917,202,198,190
6.5614,-17.9009,-37.3088,147,131,87
5.0324,-25.5778,-36.1318,198,189,182
-15.5591,36.6287,-37.4133,19,20,22
8.2879,-22.1200,-36.2376,199,184,142
25.2634,-4.8735,-33.7874,47,78,169
7.1271,-23.9238,-36.2101,151,148,136
6.5997,-24.6905,-36.1615,134,127,105
18.2103,4.0122,-38.1618,171,165,151
13.0455,-22.3975,-36.3093,192,184,166
8.9521,-22.1189,-36.2540,127,102,57
-0.6848,16.9340,-37.9394,70,52,36
7.2147,-24.3348,-36.1905,188,183,172
13.1475,12.3122,-35.8262,69,81,94
11.3683,-23.4883,-36.2672,118,119,88
8.6396,-23.0430,-36.2524,195,192,177
13.2227,-17.0864,-37.4754,123,114,63
12.1812,8.0855,-35.8044,53,53,63
18.4454,-11.4040,-37.8995,191,196,192
-23.6928,-12.8380,-37.0445,114,111,49
-10.6207,-26.7511,-35.9195,84,92,53
10.3875,-22.6676,-36.2768,190,186,172
0.3188,-20.3904,-37.1112,187,173,140
1.1923,28.7149,-36.9826,31,43,61
10.5473,-22.5490,-36.2747,117,115,63
-18.7908,-11.3406,-37.0973,100,101,52
10.9363,-22.1980,-36.2254,99,103,51
19.1041,-11.3671,-37.9975,194,184,177
-43.9642,33.1897,-37.4267,36,47,48
-2.7602,-2.0451,-25.2139,225,166,129
11.4515,-6.1926,-26.9545,229,163,120
-0.1322,-24.4970,-36.0380,38,41,32
11.2345,-21.9710,-36.2477,136,134,83
3.4729,-7.2191,-28.7237,194,117,71
0.5483,-21.5102,-37.0124,52,55,35
15.1249,-17.2869,-37.2070,120,136,73
10.2329,-23.7754,-36.2524,206,201,194
5.2193,-12.8603,-37.3474,44,48,26
10.5375,-23.4592,-36.2736,203,199,190
1.5467,29.6163,-37.0583,145,142,141
12.5826,-3.6715,-26.2675,218,149,110
7.5068,-22.0257,-36.1885,57,67,16
18.2217,-13.4766,-37.8669,57,64,74
10.7939,-23.4783,-36.2848,189,179,168
20.8009,26.0135,-38.1388,134,153,163
11.8488,-22.4582,-36.3270,203,197,181
-0.0128,-13.9809,-37.3314,138,126,73
12.9673,-21.7657,-36.2928,121,118,65
9.1252,-22.7885,-36.2396,112,115,55
12.7538,-22.1920,-36.2773,190,180,160
13.5276,-21.9215,-36.3014,114,113,65
-28.4538,-13.6263,-36.8237,35,36,23
18.5262,-12.8384,-37.9062,195,190,187
13.9513,-21.9218,-36.3247,190,186,172
13.4346,-23.0499,-36.2982,153,138,119
-3.5833,-19.6874,-36.6298,35,45,24
13.5569,-23.1365,-36.2869,197,195,190
15.7753,-20.8243,-36.3175,160,147,128
-19.8550,-23.3887,-36.2535,255,248,255
13.1843,-9.9899,-37.4804,206,202,201
15.0698,-21.6731,-36.3252,108,108,65
8.1228,-28.8431,-36.3193,170,169,165
15.1012,-22.0146,-36.3382,185,182,173
25.9892,-4.8074,-33.7807,92,86,148
14.5206,-23.1334,-36.3010,201,196,190
16.3182,-21.2876,-36.3380,100,112,60
-26.8542,-30.9172,-35.8253,169,163,133
21.6590,-14.4096,-38.0848,208,206,204
22.4070,-13.9829,-38.0737,165,161,144
18.6755,25.9063,-38.7179,197,196,192
-5.1597,-2.4463,-25.2494,32,22,23
15.9855,-22.7706,-36.3205,172,157,144
16.6234,-22.1654,-36.3559,194,189,187
19.0265,31.7859,-30.9013,255,255,255
0.5340,-0.9870,-25.4397,135,40,23
17.0503,-22.3907,-36.3445,191,191,188
18.4389,-13.1861,-37.8978,189,203,199
23.0852,-14.8807,-37.9702,118,122,73
0.5655,-14.1484,-37.3107,95,102,48
24.2935,-13.6244,-38.1463,153,153,121
24.9741,-13.4220,-38.1619,197,197,199
0.4190,27.6280,-36.8575,65,59,64
-4.4790,-22.1563,-36.9756,182,167,117
24.8663,-13.6766,-38.1207,184,180,176
24.4399,-15.0771,-37.9579,160,153,134
-53.0204,29.1036,-38.0163,76,69,36
25.0259,-14.7491,-37.9835,178,174,164
12.4158,-2.2096,-26.0055,216,147,109
24.1100,-14.1156,-38.1008,202,199,195
26.3688,-13.6379,-38.1679,184,185,182
-5.7510,-5.8256,-26.1608,130,131,136
-47.7534,-20.4879,-37.0121,183,176,171
-1.9563,-1.0039,-24.8905,224,214,188
-50.8597,10.5666,-28.5757,199,123,89
-3.4266,-13.3029,-37.3060,85,89,35
-2.8979,-15.1527,-37.1516,136,135,74
0.2764,-12.7993,-37.3989,123,120,53
-35.6120,-12.9406,-37.0479,145,124,87
0.8612,-12.6354,-37.4076,209,185,147
-4.2664,-20.2102,-36.9689,118,115,66
4.7428,-18.9409,-37.2419,114,111,49
-6.1206,-22.6529,-36.9612,170,148,110
-30.8457,-20.5994,-37.1750,111,110,113
-3.7352,-20.1168,-36.9362,53,55,34
-48.7004,-16.7066,-35.0247,44,51,69
2.8472,-0.9430,-26.5842,112,116,128
3.5599,-11.5235,-37.4083,202,178,141
-3.1575,-20.2949,-36.9956,171,156,113
1.8388,-24.4151,-36.1143,90,95,48
-2.0888,-19.2315,-37.0733,37,43,19
8.5650,-19.0322,-37.3127,111,113,54
-1.5318,-18.6182,-37.1143,122,117,55
-1.1608,-18.4550,-37.1305,121,122,57
-14.5988,-27.7093,-35.8753,199,190,173
-1.5318,-18.6187,-37.1122,122,117,55
12.5922,-3.8095,-26.3441,221,148,113
8.8466,-23.3034,-36.2512,169,155,132
-1.1057,-18.1886,-37.1309,122,126,59
8.8562,-16.2060,-37.4151,90,101,43
3.4302,-0.3358,-25.4568,56,37,30
5.8596,-11.3163,-37.3495,197,175,138
1.5235,-16.6341,-37.2551,106,105,47
6.5042,27.1276,-37.8556,56,37,40
7.1671,-12.5827,-37.4108,108,97,45
9.1216,-16.6740,-37.3359,109,109,49
5.5546,-12.4039,-37.4362,120,111,55
6.0401,-12.2669,-37.3649,181,173,136
-13.6980,23.7503,-38.2473,85,94,105
15.2243,-7.2171,-36.3196,25,37,14
21.7690,-14.0543,-38.0435,194,194,190
0.8255,-18.8903,-37.0928,95,97,38
-0.5396,-20.8781,-37.1049,93,95,43
21.7706,-15.1815,-37.8741,147,133,99
-7.3919,-11.6108,-35.1554,236,239,240
23.7931,-14.3414,-38.1062,201,194,187
-2.0031,-25.6287,-36.0377,137,132,106
-0.2885,-24.7112,-35.8932,77,81,88
-1.6553,37.2720,-38.5226,225,229,219
25.7324,-13.5182,-38.1627,188,183,183
4.0234,-19.1952,-37.2204,179,169,122
-17.5430,20.7230,-38.1804,174,184,182
-1.0202,-27.0909,-35.9983,171,168,165
12.4317,-19.2100,-37.2957,87,83,44
15.4506,-4.3992,-36.2934,25,25,19
2.0355,-23.6190,-36.1029,79,94,33
-4.0558,-31.3315,-36.0461,233,232,228
-25.1166,-11.3377,-31.5717,226,226,230
12.6988,-21.2908,-36.3252,145,140,89
8.0848,-15.9891,-37.3507,82,89,47
-30.7993,42.8504,-37.1456,93,105,119
8.3006,-16.1020,-37.3644,141,136,99
9.1200,27.5925,-38.4062,245,245,245
28.9337,-4.6663,-34.0699,157,162,165
-9.0203,-22.9228,-36.9021,103,106,51
2.6541,-24.2362,-36.1179,153,147,110
12.8446,-11.6803,-37.4793,154,142,90
3.5532,-1.3789,-25.2747,225,154,105
-37.8869,-17.3830,-34.0560,148,140,129
6.7149,-19.5174,-37.2225,148,129,92
-1.4776,-16.2535,-37.1442,135,138,89
21.7496,-14.9838,-37.9498,198,182,169
-33.1133,-25.9088,-36.2045,102,106,67
6.5178,-19.9020,-37.2520,200,183,140
21.6009,-16.4858,-37.5658,31,39,15
16.8091,-21.6558,-36.3310,180,178,163
5.1456,-12.5137,-37.3665,128,119,59
5.9114,-21.3061,-36.5923,52,64,20
-5.1913,-1.8051,-25.3295,71,30,25
-4.9129,-35.2127,-36.1183,146,144,146
-25.0256,-13.2671,-36.9734,37,38,25
24.0727,-15.1580,-37.8558,100,89,57
5.9832,-22.7143,-36.1909,204,199,165
-24.1455,-26.8169,-35.9132,22,31,14
3.8999,-25.6749,-36.1168,189,184,181
-18.7227,-11.5622,-32.4956,22,33,14
-5.4865,-12.7880,-37.2276,210,201,186
-13.4414,-28.4148,-35.8397,200,196,187
9.1627,-18.5831,-37.3075,110,107,56
11.0453,-16.6833,-37.3687,111,109,54
24.4057,27.0766,-37.7075,24,21,27
-24.7620,-14.2520,-37.1859,171,164,148
11.4771,-16.5294,-37.3794,166,142,99
-12.2984,-24.7393,-36.7994,146,138,86
-1.5332,-14.4482,-37.2151,89,99,37
5.7480,-25.1721,-36.1565,184,182,174
-0.0779,-16.9790,-37.1640,93,99,38
5.4379,-25.7244,-36.1760,198,198,195
7.8133,-23.6718,-36.2280,92,85,40
18.8602,28.3285,-38.6810,54,52,27
2.3429,-18.5172,-37.2039,146,132,70
6.8373,-25.4709,-36.1680,194,192,190
-2.8214,30.3174,-36.9273,204,201,183
28.2466,-4.3343,-31.7510,140,141,159
2.0527,-19.8508,-37.0940,135,124,69
7.6691,-25.3004,-36.2020,198,195,191
12.7339,-18.6756,-37.4099,92,98,43
19.9114,28.7489,-38.9516,34,28,21
14.1386,-17.6303,-37.4982,118,112,54
13.2799,-18.7970,-37.4126,193,178,137
-27.4350,-45.2566,-36.0678,107,116,64
8.7208,-18.6753,-37.2717,164,142,96
18.0166,-13.6688,-37.8536,80,93,95
18.3779,-13.5625,-37.9125,114,107,108
7.8023,25.3108,-37.6292,38,44,24
9.6065,-18.3279,-37.2873,173,152,104
11.3262,-23.1829,-36.2921,180,171,162
15.8457,-21.5424,-36.3370,158,156,122
29.1258,-4.6415,-33.8518,166,171,175
5.5829,-25.3073,-36.1419,146,137,120
7.9725,-28.8941,-36.3025,231,231,230
18.5551,-15.5143,-37.8426,98,120,56
-35.9485,-16.1970,-32.7925,75,104,30
8.3508,-23.9936,-36.2225,191,187,175
19.0130,-15.3650,-37.8861,188,184,175
-9.2717,23.7449,-38.3279,166,169,173
14.1789,-22.4782,-36.3213,202,187,179
-39.7214,-30.2796,-36.0979,78,90,56
14.2478,-22.6013,-36.3431,123,127,95
22.2778,-5.0530,-35.6117,77,76,80
16.5947,-21.5991,-36.3318,117,124,83
21.5279,-14.9773,-37.9825,191,189,176
16.7113,-22.7976,-36.3455,217,214,208
21.3214,-15.3852,-37.8636,154,134,99
4.8212,-25.4022,-36.1354,181,174,158
22.4075,-14.5369,-38.0762,173,161,154
12.9392,-17.7190,-37.4947,118,105,49
0.9738,-26.4250,-36.1216,201,200,190
17.6043,-21.5583,-36.3713,181,181,175
-1.0705,-11.8029,-31.7838,214,219,228
18.1256,-21.4443,-36.3709,89,101,60
11.0720,4.7566,-27.9429,27,24,22
22.5955,-16.1379,-37.7401,152,152,143
23.9880,-14.4275,-38.0894,198,188,174
20.5399,-21.4773,-36.4530,192,196,195
19.1991,-21.3896,-36.4027,183,183,178
32.2649,-4.3194,-38.1265,63,47,88
25.8918,-13.3739,-38.1524,132,132,100
-8.7643,-35.9559,-36.0271,221,222,220
-27.9183,-30.4644,-35.3444,106,124,71
25.8853,-13.3624,-38.1726,132,132,100
25.9678,-13.7818,-38.1662,99,102,59
-18.1265,-11.7909,-37.1403,110,112,62
-10.5326,-23.5059,-36.8339,108,96,49
-5.1597,-2.4463,-25.2494,32,22,23
-4.9615,-2.5161,-25.4022,211,136,99
20.9268,-13.7610,-37.9949,182,171,141
-4.7045,-4.3376,-25.9127,202,131,97
10.0257,-16.9367,-37.2943,146,139,86
3.8276,-9.7677,-29.2749,215,141,102
0.8070,-23.9449,-36.0628,165,157,111
-25.0958,-12.8016,-36.8759,37,36,20
-8.3614,-22.0987,-36.4086,90,59,59
-17.2042,-24.5556,-36.7767,17,23,8
-1.8809,-15.2043,-37.1769,94,103,45
6.0192,-19.0739,-37.2168,142,133,76
-0.5611,-16.7847,-37.1386,149,138,82
21.5671,-14.3326,-38.0138,127,115,78
-6.6088,-25.4033,-36.0056,96,94,46
-1.6047,-27.2078,-36.0132,171,169,169
-1.6701,-18.8230,-37.0551,37,47,21
9.2479,-17.6026,-37.3378,142,128,72
4.6047,-11.2675,-37.4366,141,121,94
21.2734,-21.3890,-36.4589,106,107,82
-4.3110,41.2773,-37.5263,166,173,160
0.9553,-16.4907,-37.2634,138,135,87
-24.8118,-8.4815,-28.4436,224,119,77
0.9611,-16.4962,-37.2560,138,135,87
-17.7200,-10.1257,-36.3758,49,55,18
0.2270,-26.8075,-36.0889,182,183,178
-5.5633,-25.8504,-35.9923,206,198,179
-31.7132,-15.0445,-37.0401,123,115,61
-4.8222,-20.1113,-36.8932,83,85,32
-1.8351,-21.7909,-37.0742,112,107,45
-0.7653,-19.5302,-37.1599,117,107,47
-18.4345,33.1457,-36.3370,202,198,189
2.7810,-16.7372,-37.3068,115,116,52
-29.0254,-13.0193,-36.4260,145,125,89
-47.1307,33.2684,-36.8625,215,223,225
1.1361,-19.1497,-37.0974,78,89,33
7.9610,-11.5465,-37.4310,132,128,74
2.0730,-13.4407,-37.3313,76,82,27
5.2547,-15.6339,-37.3067,28,36,20
12.8761,-16.9755,-37.5212,114,112,55
-3.1373,-22.3760,-36.8435,94,101,39
2.4711,-20.1984,-37.1308,114,107,54
-5.9671,-22.0325,-36.3115,26,25,17
2.9258,-20.0995,-37.1865,92,90,39
16.0204,-7.3284,-37.9032,175,173,164
1.0951,-23.7559,-36.0779,203,197,152
-0.8174,-22.0022,-36.9493,150,133,99
1.0264,-24.4890,-36.0873,84,98,39
5.7582,-22.9131,-36.2354,142,131,86
-58.5598,28.8958,-38.0237,54,57,59
5.8074,-18.0805,-37.3609,103,109,50
-35.6979,-12.0796,-35.9214,217,221,224
-29.0738,-21.4443,-37.1857,198,193,188
13.5493,-23.2749,-36.2953,169,160,148
6.1099,-18.1100,-37.3220,122,114,60
-31.2461,-21.1193,-37.0453,178,177,162
18.3461,-12.6176,-37.9277,91,94,102
-10.0254,-26.0265,-35.9758,206,198,157
0.8987,-25.5655,-36.0813,194,186,173
28.7786,-4.7630,-36.7894,154,157,151
18.9403,29.2846,-38.3155,62,72,38
2.0540,-24.6439,-36.0935,150,147,121
-22.0669,-13.2432,-37.1320,168,156,142
-56.0697,29.2866,-37.5346,181,171,149
12.8660,-10.8683,-37.5432,116,114,52
11.9004,8.6578,-35.8101,50,58,63
5.5975,-20.4794,-37.1707,160,149,108
1.8027,-25.2098,-36.0452,133,133,105
12.3796,-12.2713,-37.4048,44,52,28
